block,baseline_method,distance_nm,speed_pairs_used_for_drift,drift_supported_pixels,common_drift_median_pN_per_min,common_drift_q25_pN_per_min,common_drift_q75_pN_per_min,absolute_center_adjustment_median_pN,absolute_center_adjustment_max_pN,claim_status
1,linear_drift_corrected,20.0,3,64,-20.743079818038623,-21.814862917112812,-19.17165890830444,11.52783259970704,20.244659669494695,linear common-drift sensitivity only; nonlinear relaxation remains
5,linear_drift_corrected,25.0,2,64,-18.71925340348347,-21.028649694242066,-11.661724558976129,1.6964142356816865,8.85348833816954,linear common-drift sensitivity only; nonlinear relaxation remains
5,linear_drift_corrected,30.0,2,64,-12.60332813817748,-13.9308501517507,-9.585814879953027,1.1423018906748297,9.819050125444846,linear common-drift sensitivity only; nonlinear relaxation remains
5,linear_drift_corrected,35.0,2,64,-8.023605673484447,-9.416444528690961,-5.840343647929287,0.7247973666600132,9.21430729746271,linear common-drift sensitivity only; nonlinear relaxation remains
5,linear_drift_corrected,40.0,2,63,-4.818729524345381,-6.009170568659421,-3.232797991679079,0.4464598946571101,5.3680688485927135,linear common-drift sensitivity only; nonlinear relaxation remains
5,linear_drift_corrected,45.0,2,64,-2.984157933789688,-3.79854472021982,-1.6553757962250195,0.26988171464939015,0.9387349848698605,linear common-drift sensitivity only; nonlinear relaxation remains
5,linear_drift_corrected,50.0,2,64,-1.706004451847426,-2.509910150491759,-0.6244680107760947,0.1670965997330338,1.053631151274189,linear common-drift sensitivity only; nonlinear relaxation remains
5,linear_drift_corrected,55.0,2,64,-0.7836707908872973,-2.073200693549145,-0.10508627238785151,0.10477676343893272,1.1020965455996148,linear common-drift sensitivity only; nonlinear relaxation remains
5,linear_drift_corrected,60.0,2,64,-0.3888468124293744,-1.5520648647258706,0.1654943248231837,0.07046027840756253,1.1441345958469995,linear common-drift sensitivity only; nonlinear relaxation remains
5,linear_drift_corrected,65.0,2,64,-0.09110910955760448,-1.2384106869487739,0.6128134947913837,0.07379972344140073,1.1660995475141043,linear common-drift sensitivity only; nonlinear relaxation remains
5,linear_drift_corrected,70.0,2,64,0.01788926036613825,-0.9769172582949845,0.7006016046818462,0.07807518839372976,1.144373451757609,linear common-drift sensitivity only; nonlinear relaxation remains
5,linear_drift_corrected,75.0,2,64,0.05498972298559089,-0.8663201174715498,0.707394113177507,0.07169581230342059,1.151703921403751,linear common-drift sensitivity only; nonlinear relaxation remains
5,linear_drift_corrected,80.0,2,64,0.11205009731752033,-0.8114340709795899,0.8158863078029426,0.07289002226755503,1.1161017949690013,linear common-drift sensitivity only; nonlinear relaxation remains
5,linear_drift_corrected,85.0,2,64,0.15472549294022145,-0.5904535799118196,0.8906045546626526,0.06569634651644751,1.111531821093216,linear common-drift sensitivity only; nonlinear relaxation remains
5,linear_drift_corrected,90.0,2,64,0.12349009878946186,-0.6210563442893556,0.8900816145518384,0.06626766141075358,1.059218053170703,linear common-drift sensitivity only; nonlinear relaxation remains
5,linear_drift_corrected,95.0,2,64,0.08263783110084186,-0.5553958666465989,0.8004579625971654,0.06723365765187506,1.0775314776776277,linear common-drift sensitivity only; nonlinear relaxation remains
5,linear_drift_corrected,100.0,2,64,0.09411985895332974,-0.6077258803271492,0.825143838841973,0.060740672144013796,1.040218101111794,linear common-drift sensitivity only; nonlinear relaxation remains
5,linear_drift_corrected,105.0,2,64,0.10661156302348841,-0.7353108188391912,0.770397356460519,0.06924712900358843,1.0131721975172336,linear common-drift sensitivity only; nonlinear relaxation remains
5,linear_drift_corrected,110.0,2,64,0.15908116050749654,-0.48038432997254693,0.5940422723232524,0.05313467538449057,1.0266336329820138,linear common-drift sensitivity only; nonlinear relaxation remains
5,linear_drift_corrected,115.0,2,64,0.01916427961697098,-0.8698305657316485,0.7354209254597458,0.06761858610988081,1.011861775841485,linear common-drift sensitivity only; nonlinear relaxation remains
5,linear_drift_corrected,120.0,2,64,0.018161405055781458,-0.640703044703688,0.7138967520787336,0.064252790796826,0.984778995201447,linear common-drift sensitivity only; nonlinear relaxation remains
5,linear_drift_corrected,125.0,2,64,-0.025501834724311022,-0.6055146566193503,0.5599144951400792,0.052120887702865826,0.9393902250319215,linear common-drift sensitivity only; nonlinear relaxation remains
5,linear_drift_corrected,130.0,2,64,-0.037290969527068514,-0.7858579397686571,0.5615467807054415,0.06563290273241956,0.9513351514460346,linear common-drift sensitivity only; nonlinear relaxation remains
5,linear_drift_corrected,135.0,2,64,-0.041279379233687075,-0.7361016646461699,0.4871767017911707,0.061784215751829796,0.9198408557709179,linear common-drift sensitivity only; nonlinear relaxation remains
5,linear_drift_corrected,140.0,2,64,-0.12152270712843968,-0.7642745522848939,0.5734818121139382,0.06409893140939626,0.8957880215042859,linear common-drift sensitivity only; nonlinear relaxation remains
5,linear_drift_corrected,145.0,2,64,-0.029311146619341706,-0.739262593524666,0.5818256101611212,0.0621822676796544,0.8738091316695566,linear common-drift sensitivity only; nonlinear relaxation remains
5,linear_drift_corrected,150.0,2,64,-0.0061804877841553614,-0.6226728619503176,0.4831504185183095,0.05138568062894783,0.881881358028048,linear common-drift sensitivity only; nonlinear relaxation remains
5,linear_drift_corrected,155.0,2,64,-0.015475065856812919,-0.6127835449375588,0.35360529667972185,0.04758263253214867,0.8572620379091216,linear common-drift sensitivity only; nonlinear relaxation remains
5,linear_drift_corrected,160.0,2,64,0.019861161751407123,-0.5620078735582935,0.38079037140646244,0.04023988659882782,0.8532306595621044,linear common-drift sensitivity only; nonlinear relaxation remains
5,linear_drift_corrected,165.0,2,64,-0.04530574839945456,-0.5810569879004835,0.40222699528161066,0.044633546068452684,0.8015958427459431,linear common-drift sensitivity only; nonlinear relaxation remains
5,linear_drift_corrected,170.0,2,64,-0.020453666429835173,-0.5706897178280594,0.3775532404672807,0.043312792157680136,0.7565120183848428,linear common-drift sensitivity only; nonlinear relaxation remains
5,linear_drift_corrected,175.0,2,64,-0.1774610243485511,-0.5323594956751194,0.35020669871574583,0.04356540476775583,0.7808661575893474,linear common-drift sensitivity only; nonlinear relaxation remains
5,linear_drift_corrected,180.0,2,64,-0.1236781783504127,-0.46123467857313105,0.35312878386821467,0.040256144770004276,0.7718580297470323,linear common-drift sensitivity only; nonlinear relaxation remains
5,linear_drift_corrected,185.0,2,64,-0.169152711324673,-0.5620815029482393,0.45194596535802145,0.045654394865420625,0.731043345897108,linear common-drift sensitivity only; nonlinear relaxation remains
5,linear_drift_corrected,190.0,2,64,-0.08214756796088776,-0.4892595470630121,0.4227981948536442,0.040755341132986816,0.729582732286854,linear common-drift sensitivity only; nonlinear relaxation remains
5,linear_drift_corrected,195.0,2,64,-0.11251026317589705,-0.44354347701636765,0.3816752568304933,0.03852233402829697,0.6787749947786146,linear common-drift sensitivity only; nonlinear relaxation remains
5,linear_drift_corrected,200.0,2,64,-0.08171451103088916,-0.42909095699640787,0.36942139508755667,0.033730392125570274,0.6707749306782276,linear common-drift sensitivity only; nonlinear relaxation remains
1,far_constant_referenced,20.0,3,64,-20.26236074655838,-21.236215899683895,-19.029522109727374,11.333950850613974,20.020803416373383,linear common-drift sensitivity only; nonlinear relaxation remains
1,far_constant_referenced,25.0,3,64,-17.649414951054517,-18.344942667370788,-16.844683027509483,9.876488125358037,15.797740459749434,linear common-drift sensitivity only; nonlinear relaxation remains
1,far_constant_referenced,30.0,3,64,-14.934268422384413,-15.428639577875272,-14.366583662031466,8.396522193815372,12.481734983493766,linear common-drift sensitivity only; nonlinear relaxation remains
1,far_constant_referenced,35.0,3,64,-12.545157155647367,-12.843339193230769,-12.106714629718024,7.004610304346215,10.262024558962253,linear common-drift sensitivity only; nonlinear relaxation remains
1,far_constant_referenced,40.0,3,64,-10.198644063400135,-10.469534207437874,-9.79047050260456,5.712571798545099,8.316850927482335,linear common-drift sensitivity only; nonlinear relaxation remains
1,far_constant_referenced,45.0,3,64,-8.20681936085987,-8.388150531199086,-7.86051584887184,4.5853337143881845,6.661013574785443,linear common-drift sensitivity only; nonlinear relaxation remains
1,far_constant_referenced,50.0,3,64,-6.471580528948307,-6.6472118405629725,-6.15151726519068,3.5884879545557027,5.3097544709013675,linear common-drift sensitivity only; nonlinear relaxation remains
1,far_constant_referenced,55.0,3,64,-5.030935112298077,-5.2218651677738634,-4.784478103795337,2.7961622964893706,4.120778887120025,linear common-drift sensitivity only; nonlinear relaxation remains
1,far_constant_referenced,60.0,3,64,-3.853547917835483,-4.024081799527817,-3.6850282252657505,2.1558228940176605,3.25025835735633,linear common-drift sensitivity only; nonlinear relaxation remains
1,far_constant_referenced,65.0,3,64,-2.965360731783402,-3.1008176651523316,-2.7787350745126944,1.6298460349216626,2.505004130532555,linear common-drift sensitivity only; nonlinear relaxation remains
1,far_constant_referenced,70.0,3,64,-2.2575545198733113,-2.3704302884441044,-2.126958937749441,1.2612493810390077,1.986716295541413,linear common-drift sensitivity only; nonlinear relaxation remains
1,far_constant_referenced,75.0,3,64,-1.6590721967111997,-1.8229333204457925,-1.5521889748472646,0.9305035579546868,1.4681185117387727,linear common-drift sensitivity only; nonlinear relaxation remains
1,far_constant_referenced,80.0,3,64,-1.2620660992692248,-1.340106634701614,-1.1451320105176124,0.6976912294351898,1.1671499117741675,linear common-drift sensitivity only; nonlinear relaxation remains
1,far_constant_referenced,85.0,3,64,-0.9095711263396608,-1.0227834993826614,-0.8089140938107924,0.4960371560794812,0.88125345299893,linear common-drift sensitivity only; nonlinear relaxation remains
1,far_constant_referenced,90.0,3,64,-0.6741595467099237,-0.7612205626636394,-0.5439756396144158,0.34601999611481205,0.7695223576690324,linear common-drift sensitivity only; nonlinear relaxation remains
1,far_constant_referenced,95.0,3,64,-0.4663989315332062,-0.5409264864146953,-0.3792161128966366,0.23346764985197765,0.5460601288995335,linear common-drift sensitivity only; nonlinear relaxation remains
1,far_constant_referenced,100.0,3,64,-0.33220356670023093,-0.4083957827348503,-0.2157398599566286,0.12842636268169905,0.5016031954737237,linear common-drift sensitivity only; nonlinear relaxation remains
1,far_constant_referenced,105.0,3,64,-0.22804271043761315,-0.2909495240172711,-0.11378579507196736,0.07768785489286856,0.3761963720206438,linear common-drift sensitivity only; nonlinear relaxation remains
1,far_constant_referenced,110.0,3,64,-0.11791166265114744,-0.2069361160480751,-0.04777978718003576,0.055278230978599296,0.35085526145269874,linear common-drift sensitivity only; nonlinear relaxation remains
1,far_constant_referenced,115.0,3,64,-0.07453164341134053,-0.15038548698533716,-0.01088146351639661,0.04083504309116304,0.2769632871464438,linear common-drift sensitivity only; nonlinear relaxation remains
1,far_constant_referenced,120.0,3,64,-0.020953066286082293,-0.09575650342411836,0.07965677403779349,0.032680638829782005,0.24953533773794945,linear common-drift sensitivity only; nonlinear relaxation remains
1,far_constant_referenced,125.0,3,64,0.019572463718904365,-0.05451786547954462,0.11460337696727246,0.03642230595703477,0.21558714670163326,linear common-drift sensitivity only; nonlinear relaxation remains
1,far_constant_referenced,130.0,3,64,0.02785810196022523,-0.04024925278048103,0.11408701455762695,0.02983097225580167,0.22920531774505903,linear common-drift sensitivity only; nonlinear relaxation remains
1,far_constant_referenced,135.0,3,64,0.04165502680150135,-0.03985240907046711,0.1261151700334481,0.03568109086671445,0.2587820936366043,linear common-drift sensitivity only; nonlinear relaxation remains
1,far_constant_referenced,140.0,3,64,0.061948011641842396,-0.018098992055651235,0.13459974408308517,0.03474667612808524,0.26076734912246735,linear common-drift sensitivity only; nonlinear relaxation remains
1,far_constant_referenced,145.0,3,64,0.08382280867803524,-0.02732548505186223,0.1862127599467844,0.037321732592514145,0.28101247372359595,linear common-drift sensitivity only; nonlinear relaxation remains
1,far_constant_referenced,150.0,3,64,0.10923480630366411,-0.0011642558411932703,0.18824665920392541,0.04465618876809874,0.3137119134459283,linear common-drift sensitivity only; nonlinear relaxation remains
1,far_constant_referenced,155.0,3,64,0.09431862460102705,0.01194554595296073,0.1964897076717274,0.04122292877341094,0.317233068368898,linear common-drift sensitivity only; nonlinear relaxation remains
1,far_constant_referenced,160.0,3,64,0.08523823098304775,-0.0019346698553392083,0.1977121146798346,0.04813041005413554,0.3639574713411591,linear common-drift sensitivity only; nonlinear relaxation remains
1,far_constant_referenced,165.0,3,64,0.12566953918399618,0.026770090036061702,0.21138749592784453,0.050452745002030674,0.2822425729627369,linear common-drift sensitivity only; nonlinear relaxation remains
1,far_constant_referenced,170.0,3,64,0.11125584360428431,0.0556998995995097,0.2307799830437127,0.050973746996617386,0.3356414208007994,linear common-drift sensitivity only; nonlinear relaxation remains
1,far_constant_referenced,175.0,3,64,0.10945108847426355,0.018955416423682075,0.2175239733119274,0.04784951045517627,0.3148349522324203,linear common-drift sensitivity only; nonlinear relaxation remains
1,far_constant_referenced,180.0,3,64,0.12150888983013694,0.060112132660326,0.19972969858711784,0.05463825550485324,0.31241904432851086,linear common-drift sensitivity only; nonlinear relaxation remains
1,far_constant_referenced,185.0,3,64,0.1346583316983924,0.05166265099212218,0.19482564710455783,0.049254579451345926,0.3292561708087849,linear common-drift sensitivity only; nonlinear relaxation remains
1,far_constant_referenced,190.0,3,64,0.12650863888310107,0.03612660774202481,0.19188250180408237,0.054199016752041196,0.3330142599305601,linear common-drift sensitivity only; nonlinear relaxation remains
1,far_constant_referenced,195.0,3,64,0.12067242697426622,0.0396072972923488,0.2074612460239264,0.04951346770525511,0.30370753521344884,linear common-drift sensitivity only; nonlinear relaxation remains
1,far_constant_referenced,200.0,3,64,0.10542190529172367,0.05243878133745791,0.1910142090181305,0.042935989164555544,0.30390205608907905,linear common-drift sensitivity only; nonlinear relaxation remains
2,far_constant_referenced,20.0,3,64,-5.625323335305567,-8.228934912234644,-3.0566693613464837,0.6816536702240228,3.9295236445686896,linear common-drift sensitivity only; nonlinear relaxation remains
2,far_constant_referenced,25.0,3,64,-6.250866032146859,-8.361116173929714,-4.575131749050751,0.9173529044013549,3.4902427449405877,linear common-drift sensitivity only; nonlinear relaxation remains
2,far_constant_referenced,30.0,3,64,-6.606119658450593,-7.932173498820516,-5.052413460724954,1.0683908465686045,3.092188154153746,linear common-drift sensitivity only; nonlinear relaxation remains
2,far_constant_referenced,35.0,3,64,-6.689065646531931,-7.5569010893439525,-5.275080932096049,1.1074720456689988,2.6176588194387023,linear common-drift sensitivity only; nonlinear relaxation remains
2,far_constant_referenced,40.0,3,64,-6.338242027172257,-7.082380873640893,-5.541856265361038,1.0997372378396904,2.4038923088679667,linear common-drift sensitivity only; nonlinear relaxation remains
2,far_constant_referenced,45.0,3,64,-6.178752616454409,-6.777948754791572,-5.297544067692525,1.07745169450493,2.207592698963481,linear common-drift sensitivity only; nonlinear relaxation remains
2,far_constant_referenced,50.0,3,64,-5.690966663994541,-6.171764862388226,-5.14313443885985,1.0073116898839203,1.9040405899594361,linear common-drift sensitivity only; nonlinear relaxation remains
2,far_constant_referenced,55.0,3,64,-5.244278607042674,-5.6415378748585585,-4.797745274539494,0.9376137910394391,1.647809696060449,linear common-drift sensitivity only; nonlinear relaxation remains
2,far_constant_referenced,60.0,3,64,-4.692199959198289,-5.041639936901033,-4.453530384994954,0.8347785706052377,1.469977629690277,linear common-drift sensitivity only; nonlinear relaxation remains
2,far_constant_referenced,65.0,3,64,-4.2195541815846,-4.569763033706815,-3.991769807742931,0.7506456910414556,1.3542423938001207,linear common-drift sensitivity only; nonlinear relaxation remains
2,far_constant_referenced,70.0,3,64,-3.790201691317131,-4.071694556980942,-3.5622606227317153,0.6720179857558435,1.1132085900782158,linear common-drift sensitivity only; nonlinear relaxation remains
2,far_constant_referenced,75.0,3,64,-3.347152119485919,-3.5431751119739006,-3.1418230673453693,0.5978237320594388,0.9658521816611767,linear common-drift sensitivity only; nonlinear relaxation remains
2,far_constant_referenced,80.0,3,64,-2.9159404503200737,-3.160908842608823,-2.739923576900345,0.5217070164945454,0.8886449769988474,linear common-drift sensitivity only; nonlinear relaxation remains
2,far_constant_referenced,85.0,3,64,-2.5336370227407334,-2.6670243631611505,-2.4039575676851754,0.4525610444735193,0.7569885721796936,linear common-drift sensitivity only; nonlinear relaxation remains
2,far_constant_referenced,90.0,3,64,-2.159880138173078,-2.3644239682135684,-2.0420787234995075,0.385175769881684,0.6747813167165617,linear common-drift sensitivity only; nonlinear relaxation remains
2,far_constant_referenced,95.0,3,64,-1.8638487389150378,-2.0532348429459666,-1.6779990981401767,0.3310036639865146,0.5728392862020257,linear common-drift sensitivity only; nonlinear relaxation remains
2,far_constant_referenced,100.0,3,64,-1.6238010961452471,-1.7557680503940771,-1.4255390335679141,0.282958902741683,0.5054078617840077,linear common-drift sensitivity only; nonlinear relaxation remains
2,far_constant_referenced,105.0,3,64,-1.3889726370574924,-1.541203525314073,-1.2165940792913876,0.2391238088481913,0.4776274002782941,linear common-drift sensitivity only; nonlinear relaxation remains
2,far_constant_referenced,110.0,3,64,-1.1892718108323512,-1.307810654719964,-1.0039713502587364,0.20648394850504914,0.4420321948481316,linear common-drift sensitivity only; nonlinear relaxation remains
2,far_constant_referenced,115.0,3,64,-0.9810088658092111,-1.1100181850836617,-0.8448284408675548,0.16511051239166363,0.3676780260504984,linear common-drift sensitivity only; nonlinear relaxation remains
2,far_constant_referenced,120.0,3,64,-0.8502792275786698,-1.0068631646327364,-0.720332000934889,0.14280651902957686,0.36125382136489037,linear common-drift sensitivity only; nonlinear relaxation remains
2,far_constant_referenced,125.0,3,64,-0.6982257950900403,-0.8698649701363004,-0.5926161158924523,0.11819917760760035,0.3061216736931982,linear common-drift sensitivity only; nonlinear relaxation remains
2,far_constant_referenced,130.0,3,64,-0.5679459700846019,-0.7821652550147489,-0.43614681034919894,0.0920240691619778,0.3225488825792482,linear common-drift sensitivity only; nonlinear relaxation remains
2,far_constant_referenced,135.0,3,64,-0.5345889363254919,-0.6682872810979597,-0.37500705296559,0.07793149663534571,0.2528409697832039,linear common-drift sensitivity only; nonlinear relaxation remains
2,far_constant_referenced,140.0,3,64,-0.3929126083179062,-0.5222901265446583,-0.2884611132598047,0.0604506316123441,0.2432701412397673,linear common-drift sensitivity only; nonlinear relaxation remains
2,far_constant_referenced,145.0,3,64,-0.3315660953752819,-0.49153388672546694,-0.19007909584652416,0.0462564586282479,0.210506981940771,linear common-drift sensitivity only; nonlinear relaxation remains
2,far_constant_referenced,150.0,3,64,-0.27971398221996613,-0.42370102934976533,-0.17464152726681587,0.03879927013897522,0.19589609030250266,linear common-drift sensitivity only; nonlinear relaxation remains
2,far_constant_referenced,155.0,3,64,-0.22067601218083882,-0.4035253393604764,-0.08436874098269245,0.03261583190170292,0.17479437233541617,linear common-drift sensitivity only; nonlinear relaxation remains
2,far_constant_referenced,160.0,3,64,-0.2227905576914047,-0.3494652338716299,-0.11620982242012026,0.03149862383147628,0.1439019242501054,linear common-drift sensitivity only; nonlinear relaxation remains
2,far_constant_referenced,165.0,3,64,-0.1419383101870078,-0.27072119152948454,-0.015769012891506527,0.022137193537822064,0.12489602820486745,linear common-drift sensitivity only; nonlinear relaxation remains
2,far_constant_referenced,170.0,3,64,-0.1288511478729914,-0.27395865438863953,-0.0036304159600746037,0.02069189125218429,0.1263315978751436,linear common-drift sensitivity only; nonlinear relaxation remains
2,far_constant_referenced,175.0,3,64,-0.08749365195303568,-0.22432863595534333,0.036789021549543166,0.017380347838209076,0.11863877502205611,linear common-drift sensitivity only; nonlinear relaxation remains
2,far_constant_referenced,180.0,3,64,-0.07845718676813948,-0.17613282977491773,0.03299165555980507,0.015908541181214098,0.11423725808433716,linear common-drift sensitivity only; nonlinear relaxation remains
2,far_constant_referenced,185.0,3,64,-0.05505420615507353,-0.16890686382747053,0.04805488048185994,0.01590640490756723,0.12834999451973061,linear common-drift sensitivity only; nonlinear relaxation remains
2,far_constant_referenced,190.0,3,64,-0.029121331511003268,-0.16908638140696178,0.04832767558293824,0.015208577956413727,0.09842484021447895,linear common-drift sensitivity only; nonlinear relaxation remains
2,far_constant_referenced,195.0,3,64,-0.031668338923032884,-0.15219943161034205,0.07756637708164983,0.016466754940074324,0.1106777862592292,linear common-drift sensitivity only; nonlinear relaxation remains
2,far_constant_referenced,200.0,3,64,-0.01190389975923811,-0.1429020713159786,0.10118951242228302,0.01674914522377957,0.08946782452995805,linear common-drift sensitivity only; nonlinear relaxation remains
3,far_constant_referenced,20.0,3,64,-8.638027584272965,-12.624605647272857,-4.108627527287443,15.581341822162585,100.81745566424843,linear common-drift sensitivity only; nonlinear relaxation remains
3,far_constant_referenced,25.0,3,64,-8.205308076673587,-11.11442892960144,-5.4998869444910845,14.070071645930625,77.57874679237875,linear common-drift sensitivity only; nonlinear relaxation remains
3,far_constant_referenced,30.0,3,64,-7.879144961626326,-10.085583962075996,-5.855660522829552,12.792792324263814,62.45774922950477,linear common-drift sensitivity only; nonlinear relaxation remains
3,far_constant_referenced,35.0,3,64,-7.359946580756036,-9.038748206560118,-5.647643816427248,11.728186425342244,50.76996462302736,linear common-drift sensitivity only; nonlinear relaxation remains
3,far_constant_referenced,40.0,3,64,-6.910703302643082,-8.198268904424616,-5.538555918743818,10.476826438313083,41.36726075730144,linear common-drift sensitivity only; nonlinear relaxation remains
3,far_constant_referenced,45.0,3,64,-6.327716553354002,-7.254004665985097,-5.12867802401509,9.362361610853554,34.469113293948,linear common-drift sensitivity only; nonlinear relaxation remains
3,far_constant_referenced,50.0,3,64,-5.62575894646508,-6.469944291263433,-4.618999270424561,8.40204179432925,29.00447185106998,linear common-drift sensitivity only; nonlinear relaxation remains
3,far_constant_referenced,55.0,3,64,-5.075306702250519,-5.750904465639254,-4.156274945277881,7.373190763650854,23.923775450124765,linear common-drift sensitivity only; nonlinear relaxation remains
3,far_constant_referenced,60.0,3,64,-4.524191322334381,-4.993324982740547,-3.801173990029273,6.503689730563536,20.03214624293264,linear common-drift sensitivity only; nonlinear relaxation remains
3,far_constant_referenced,65.0,3,64,-3.964265961042969,-4.265672541581127,-3.3483985750595497,5.603394169581222,16.904579426560247,linear common-drift sensitivity only; nonlinear relaxation remains
3,far_constant_referenced,70.0,3,64,-3.471055916824724,-3.7681021594108053,-2.8659020855018458,4.923132547126713,13.959834037863772,linear common-drift sensitivity only; nonlinear relaxation remains
3,far_constant_referenced,75.0,3,64,-2.9946420786635413,-3.2143489123296676,-2.496617644269551,4.206923650714955,11.352746691933987,linear common-drift sensitivity only; nonlinear relaxation remains
3,far_constant_referenced,80.0,3,64,-2.513661553334538,-2.710232039933354,-2.151091948638488,3.6135347377617677,9.23463115896287,linear common-drift sensitivity only; nonlinear relaxation remains
3,far_constant_referenced,85.0,3,64,-2.1701283473111115,-2.318317840287679,-1.820436896621012,3.0451977927924716,7.731658709580728,linear common-drift sensitivity only; nonlinear relaxation remains
3,far_constant_referenced,90.0,3,64,-1.8289331754853348,-1.9519916970930662,-1.5229633990453266,2.5660596183154425,6.537877717342084,linear common-drift sensitivity only; nonlinear relaxation remains
3,far_constant_referenced,95.0,3,64,-1.4912734608649565,-1.6472572018488525,-1.2598318401867075,2.156998037079866,5.554197423655637,linear common-drift sensitivity only; nonlinear relaxation remains
3,far_constant_referenced,100.0,3,64,-1.2342790879814722,-1.381630863105584,-0.996510785271193,1.8070534151328879,4.116652881678043,linear common-drift sensitivity only; nonlinear relaxation remains
3,far_constant_referenced,105.0,3,64,-1.0339171034321666,-1.1554096123393829,-0.821190532877184,1.5043700844095227,3.6239816369756497,linear common-drift sensitivity only; nonlinear relaxation remains
3,far_constant_referenced,110.0,3,64,-0.8393279082599601,-0.9718871227375531,-0.6819963382504228,1.2625818606239836,2.925102080709273,linear common-drift sensitivity only; nonlinear relaxation remains
3,far_constant_referenced,115.0,3,64,-0.6920714781957596,-0.8031560946224483,-0.5229337086774863,1.0436400752230437,2.5228487096209378,linear common-drift sensitivity only; nonlinear relaxation remains
3,far_constant_referenced,120.0,3,64,-0.5580816060029278,-0.6492682758852938,-0.4199908809007811,0.8247296619654776,2.1719447705709882,linear common-drift sensitivity only; nonlinear relaxation remains
3,far_constant_referenced,125.0,3,64,-0.4556554820578559,-0.549442348248903,-0.32186769398525306,0.6925049177349702,1.7940219798425865,linear common-drift sensitivity only; nonlinear relaxation remains
3,far_constant_referenced,130.0,3,64,-0.3524961049551013,-0.47359638695969075,-0.2380222685015499,0.5503377191352019,1.6106665701324516,linear common-drift sensitivity only; nonlinear relaxation remains
3,far_constant_referenced,135.0,3,64,-0.2870296745815525,-0.3696637688363882,-0.18189321926888374,0.4611726452543019,1.4560089693447633,linear common-drift sensitivity only; nonlinear relaxation remains
3,far_constant_referenced,140.0,3,64,-0.2160379345911331,-0.3207616370429972,-0.128883090049851,0.3586698294624524,1.535885351318127,linear common-drift sensitivity only; nonlinear relaxation remains
3,far_constant_referenced,145.0,3,64,-0.19289618847709178,-0.26683415504723706,-0.04433913031115586,0.31131302100828506,1.4271440487118792,linear common-drift sensitivity only; nonlinear relaxation remains
3,far_constant_referenced,150.0,3,64,-0.12321111444412353,-0.2111076571659049,-0.0030519537636993343,0.23334249114116012,1.7417954514050615,linear common-drift sensitivity only; nonlinear relaxation remains
3,far_constant_referenced,155.0,3,64,-0.10578514115640145,-0.1859563149238825,0.012999479268267429,0.18256652461871825,1.8173495913324655,linear common-drift sensitivity only; nonlinear relaxation remains
3,far_constant_referenced,160.0,3,64,-0.08346369264191855,-0.15891304674657367,0.038823262792310874,0.1769305693174148,1.4083512749687142,linear common-drift sensitivity only; nonlinear relaxation remains
3,far_constant_referenced,165.0,3,64,-0.07100382092971683,-0.1549543604973246,0.06386720760343309,0.20448585099618904,1.6946791662903253,linear common-drift sensitivity only; nonlinear relaxation remains
3,far_constant_referenced,170.0,3,64,-0.06205033126252067,-0.1352793000298932,0.08785697296097317,0.20109646022993044,1.2397139337912,linear common-drift sensitivity only; nonlinear relaxation remains
3,far_constant_referenced,175.0,3,64,-0.034336879238602444,-0.11049180030157925,0.08659856046598727,0.16693785498715163,1.0452211956014956,linear common-drift sensitivity only; nonlinear relaxation remains
3,far_constant_referenced,180.0,3,64,-0.04269083253477565,-0.12213734041705382,0.08738008726277555,0.168884429495477,1.054495801819649,linear common-drift sensitivity only; nonlinear relaxation remains
3,far_constant_referenced,185.0,3,64,-0.02877098721759571,-0.09442614183402244,0.07806034729924212,0.14415665784064458,1.1145304366362905,linear common-drift sensitivity only; nonlinear relaxation remains
3,far_constant_referenced,190.0,3,64,-0.03707163910490899,-0.10833395258488841,0.08146718006441911,0.16176109847746345,0.9595363683034946,linear common-drift sensitivity only; nonlinear relaxation remains
3,far_constant_referenced,195.0,3,64,-0.016128541588728958,-0.10790206690728288,0.08603410599459174,0.14652609326619914,1.0595252821152576,linear common-drift sensitivity only; nonlinear relaxation remains
3,far_constant_referenced,200.0,3,64,-0.03200232634779628,-0.10180460341432267,0.07806021683002858,0.1531710680835648,1.1969609866127588,linear common-drift sensitivity only; nonlinear relaxation remains
4,far_constant_referenced,20.0,3,64,-18.55247713430978,-19.90204354006409,-16.904005960977468,2.4188704670821153,4.211790608693491,linear common-drift sensitivity only; nonlinear relaxation remains
4,far_constant_referenced,25.0,3,64,-16.4068390604189,-17.126643382387215,-15.04744872822777,2.1849846414540934,3.3443573047771906,linear common-drift sensitivity only; nonlinear relaxation remains
4,far_constant_referenced,30.0,3,64,-13.906505001798653,-14.566201870424715,-13.166820538973216,1.868098217296506,2.673391505050745,linear common-drift sensitivity only; nonlinear relaxation remains
4,far_constant_referenced,35.0,3,64,-11.76695189240057,-12.274301604300689,-11.246613378180268,1.599457247440057,2.098928351534596,linear common-drift sensitivity only; nonlinear relaxation remains
4,far_constant_referenced,40.0,3,64,-9.609138662143048,-10.11363909724907,-9.221005111925898,1.3130961052224563,1.6682793027123353,linear common-drift sensitivity only; nonlinear relaxation remains
4,far_constant_referenced,45.0,3,64,-7.746465380962234,-8.073605212800386,-7.4906253133264045,1.063380878752156,1.3410243325454303,linear common-drift sensitivity only; nonlinear relaxation remains
